benchmark_row_id,canonical_card_id,target_card_name,target_set_name,target_card_number,target_treatment,listing_title,condition,image_url,item_url,review_reason,review_status
D2-0252,2cef0dfb-a5fd-4aed-b8ae-34a82f414587,Reshiram ex,White Flare,166,special_illustration_rare,Reshiram EX English SIR 166/086 White Flare Pokemon Extended Art Case,Ungraded,https://i.ebayimg.com/images/g/gY4AAeSwxbxp0TRr/s-l225.jpg,https://www.ebay.com/itm/157414359240?_skw=Reshiram+ex+166+White+Flare+Pokemon+card&hash=item24a6a080c8:g:gY4AAeSwxbxp0TRr,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0259,2e5780f8-1769-4d26-9e3e-87e4a27d4dfe,Dachsbun ex,Stellar Crown,169,special_illustration_rare,Pokémon Dachsbun EX 169/142,Ungraded,https://i.ebayimg.com/images/g/OFgAAeSwXeFqnhCw/s-l225.jpg,https://www.ebay.com/itm/147555616929?_skw=Dachsbun+ex+169+Stellar+Crown+Pokemon+card&hash=item225b0008a1:g:OFgAAeSwXeFqnhCw,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0262,2e5780f8-1769-4d26-9e3e-87e4a27d4dfe,Dachsbun ex,Stellar Crown,169,special_illustration_rare,Dachsbun ex Special Illustration Rare Pokémon SV:07 Stellar Crown ,Ungraded,https://i.ebayimg.com/images/g/H0YAAeSwaclqj1n1/s-l225.jpg,https://www.ebay.com/itm/366630787671?_skw=Dachsbun+ex+169+Stellar+Crown+Pokemon+card&hash=item555ce5da57:g:H0YAAeSwaclqj1n1,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0274,301185dd-2bde-4699-80bd-8b2a3cfd8f7f,Pikachu ex,Ascended Heroes,276,special_illustration_rare,Pokemon Ascended Heroes Pikachu EX Full Art,Ungraded,https://i.ebayimg.com/images/g/no4AAeSwSHBqmEB4/s-l225.jpg,https://www.ebay.com/itm/287580634016?_skw=Pikachu+ex+276+Ascended+Heroes+Pokemon+card&hash=item42f5243ba0:g:no4AAeSwSHBqmEB4,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0277,301185dd-2bde-4699-80bd-8b2a3cfd8f7f,Pikachu ex,Ascended Heroes,276,special_illustration_rare,2026 Pokmon Pikachu EX 276217 SIR Special Illustration Rare Ascended Her G2U,Ungraded,https://i.ebayimg.com/images/g/bKkAAeSw24tp1yYs/s-l225.jpg,https://www.ebay.com/itm/178354844518?_skw=Pikachu+ex+276+Ascended+Heroes+Pokemon+card&hash=item2986c6f366:g:bKkAAeSw24tp1yYs&amdata=enc%3AAQALAAABEACCtXRWQnOEpyOqnQQ8KGb0B6kKbiPuBWYCJGadEysINA5TUufMpgDic2HucGp17TtXTIMbB42j8ARS6RP2DR25iPXvkiwOnTRRP%2FLOeeVXvvRuRkB1fKAvjNtaTusEdc1tNHEI3L%2F9Lh9%2BW9b8%2BY9tk0wJXDAX4GhvGHTSUv4L613ywJvhAIVq5q3T9tNBHvAAZpsYAr%2FQ%2BsUU5L44XO%2BxaahOQach6mE9wlhBJyhbJ%2Ff7YAN1VGDoKw9gqNBvDKNdDLHNvkAbFJv8nH8rdwoc0EBHcLW0zhdv1kkj8NjL9Ak9zAjGh74Xi1ZJBwziH1uV4rkzaaxvNJCTMPbhFO%2BtP1yGNSV0QOJC8cKg%2BTEN,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0289,31566cbb-0eeb-499e-aa6d-b9b0bd85fc8b,Mega Greninja ex,Chaos Rising,122,mega_hyper_rare,Mega Greninja Ex 122/086 Pokemon Card NM/LP,Ungraded,https://i.ebayimg.com/images/g/xosAAeSw6xpqnqzi/s-l225.jpg,https://www.ebay.com/itm/117400471738?_skw=Mega+Greninja+ex+122+Chaos+Rising+Pokemon+card&hash=item1b559d08ba:g:xosAAeSw6xpqnqzi,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0290,31566cbb-0eeb-499e-aa6d-b9b0bd85fc8b,Mega Greninja ex,Chaos Rising,122,mega_hyper_rare,Pokémon TCG Mega Greninja EX 122/086 Breakpoint Secret Rare Full Art Holo EN,Ungraded,https://i.ebayimg.com/images/g/mFEAAeSwFdZqoPva/s-l225.jpg,https://www.ebay.com/itm/147564368200?_skw=Mega+Greninja+ex+122+Chaos+Rising+Pokemon+card&hash=item225b859148:g:mFEAAeSwFdZqoPva,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0291,31566cbb-0eeb-499e-aa6d-b9b0bd85fc8b,Mega Greninja ex,Chaos Rising,122,mega_hyper_rare,Pokemon Mega Greninja ex #122/086 Near Mint,Ungraded,https://i.ebayimg.com/images/g/96MAAeSwX4xqmdLE/s-l225.jpg,https://www.ebay.com/itm/188881521509?_skw=Mega+Greninja+ex+122+Chaos+Rising+Pokemon+card&hash=item2bfa374b65:g:96MAAeSwX4xqmdLE,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0297,31566cbb-0eeb-499e-aa6d-b9b0bd85fc8b,Mega Greninja ex,Chaos Rising,122,mega_hyper_rare,Mega Greninja ex Gold 122/086 Pokemon Chaos Rising English NM,Ungraded,https://i.ebayimg.com/images/g/~M4AAeSw3lhqeQ0r/s-l225.jpg,https://www.ebay.com/itm/158171266631?_skw=Mega+Greninja+ex+122+Chaos+Rising+Pokemon+card&hash=item24d3bdfe47:g:~M4AAeSw3lhqeQ0r,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0305,33dca102-b449-4da6-bfa6-7b72de711596,Charizard ex,Paldean Fates,234,special_illustration_rare,Pokemon Paldean Fates: Choose Your Card! - Holos/Reverse Holos EX Baby Shiny NM,Ungraded,https://i.ebayimg.com/images/g/9oUAAeSwMspoZJt5/s-l225.jpg,https://www.ebay.com/itm/156472416863?_skw=Charizard+ex+234+Paldean+Fates+Pokemon+card&hash=item246e7b9a5f:g:9oUAAeSwMspoZJt5,HUMAN_AMBIGUOUS,PENDING_SECOND_REVIEW
D2-0319,3755e7ef-e482-4186-8377-e717f80b3759,Secret Box,Twilight Masquerade,163,ace_spec,TCG Pokemon Secret Box 163/167 Twighlight Masquerade,Ungraded,https://i.ebayimg.com/images/g/XBAAAeSwxYdp4Pdi/s-l225.jpg,https://www.ebay.com/itm/407204613921?_skw=Secret+Box+163+Twilight+Masquerade+Pokemon+card&hash=item5ecf494f21:g:XBAAAeSwxYdp4Pdi,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0349,3baf2f12-759f-427a-b8d0-2511e639310f,Mega Gardevoir ex,Mega Evolution,187,mega_hyper_rare,Mega Gardevoir ex Holofoil [MEG - 187/132],Ungraded,https://i.ebayimg.com/images/g/U~gAAeSww5ZqoKtO/s-l225.jpg,https://www.ebay.com/itm/137715652208?_skw=Mega+Gardevoir+ex+187+Mega+Evolution+Pokemon+card&hash=item20107e1670:g:U~gAAeSww5ZqoKtO,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0351,3baf2f12-759f-427a-b8d0-2511e639310f,Mega Gardevoir ex,Mega Evolution,187,mega_hyper_rare,Mega Gardevoir ex [MEG - 187/132] Holofoil LP,Ungraded,https://i.ebayimg.com/images/g/5YEAAeSwjFZqlRmD/s-l225.jpg,https://www.ebay.com/itm/178455134835?_skw=Mega+Gardevoir+ex+187+Mega+Evolution+Pokemon+card&hash=item298cc14273:g:5YEAAeSwjFZqlRmD,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0353,3baf2f12-759f-427a-b8d0-2511e639310f,Mega Gardevoir ex,Mega Evolution,187,mega_hyper_rare,Mega Gardevoir EX 2025 Pokemon Mega Evolution,Ungraded,https://i.ebayimg.com/images/g/ne8AAeSw7QpqQIg5/s-l225.jpg,https://www.ebay.com/itm/158033631304?_skw=Mega+Gardevoir+ex+187+Mega+Evolution+Pokemon+card&hash=item24cb89d848:g:ne8AAeSw7QpqQIg5,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0363,3c75f577-62ee-4bdf-865c-ab2384f4379b,Mega Charizard Y ex,Ascended Heroes,294,mega_hyper_rare,Mega Charizard Y EX 294/217 Gold Hyper Rare Ascended Heroes Pokemon TCG - NM,Ungraded,https://i.ebayimg.com/images/g/V8kAAeSw3yhqXBLd/s-l225.jpg,https://www.ebay.com/itm/127982290071?_skw=Mega+Charizard+Y+ex+294+Ascended+Heroes+Pokemon+card&hash=item1dcc56c497:g:V8kAAeSw3yhqXBLd,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0364,3c75f577-62ee-4bdf-865c-ab2384f4379b,Mega Charizard Y ex,Ascended Heroes,294,mega_hyper_rare,MEGA CHARIZARD Y EX ASCENDED HEROS 294/217 GOLD MINT CONDITION POKEMON CARD,Ungraded,https://i.ebayimg.com/images/g/Z58AAeSwhKZqdyjZ/s-l225.jpg,https://www.ebay.com/itm/257686702491?_skw=Mega+Charizard+Y+ex+294+Ascended+Heroes+Pokemon+card&hash=item3bff53099b:g:Z58AAeSwhKZqdyjZ,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0374,3c75f577-62ee-4bdf-865c-ab2384f4379b,Mega Charizard Y ex,Ascended Heroes,294,mega_hyper_rare,Mega Charizard Y EX 294/217 Gold Hyper Rare -Ascended Heroes -Pokemon TCG NM,Ungraded,https://i.ebayimg.com/images/g/GBwAAeSwZl5qVCsI/s-l225.jpg,https://www.ebay.com/itm/137653996066?_skw=Mega+Charizard+Y+ex+294+Ascended+Heroes+Pokemon+card&hash=item200cd14a22:g:GBwAAeSwZl5qVCsI,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0376,4206e794-1ec6-4d55-94d4-63267ac9a183,Mega Dragonite ex,Ascended Heroes,290,special_illustration_rare,Mega Dragonite ex 370 HP Full Art Holo Secret Rare Ascended Heroes 290/217,Ungraded,https://i.ebayimg.com/images/g/lG0AAeSwiodqfSSW/s-l225.jpg,https://www.ebay.com/itm/117356405326?_skw=Mega+Dragonite+ex+290+Ascended+Heroes+Pokemon+card&hash=item1b52fca24e:g:lG0AAeSwiodqfSSW,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0386,4206e794-1ec6-4d55-94d4-63267ac9a183,Mega Dragonite ex,Ascended Heroes,290,special_illustration_rare,*SPANISH* Mega Dragonite ex 290/217 SIR Ascended Heroes Pokemon NM,Ungraded,https://i.ebayimg.com/images/g/bY0AAeSwJHdqfg0Q/s-l225.jpg,https://www.ebay.com/itm/398363872415?_skw=Mega+Dragonite+ex+290+Ascended+Heroes+Pokemon+card&hash=item5cc0564c9f:g:bY0AAeSwJHdqfg0Q,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0399,4299cd6b-98e3-4e65-865f-26a39b19fe5b,Durant ex,Surging Sparks,236,special_illustration_rare,Pokemon Surging Sparks: Choose Your Card! Holos/EX/Full Arts! NM,Ungraded,https://i.ebayimg.com/images/g/q5EAAOSw03doANFJ/s-l225.jpg,https://www.ebay.com/itm/156641391983?_skw=Durant+ex+236+Surging+Sparks+Pokemon+card&hash=item24788df56f:g:q5EAAOSw03doANFJ,HUMAN_AMBIGUOUS,PENDING_SECOND_REVIEW
D2-0406,50f67b41-059d-4c14-842f-8b48fba46bc2,Lt. Surge's Bargain,Mega Evolution,120,uncommon,Lt. Surge's Bargain#120/132 Me01 Mega Evolution Reverse Holo Pokemon TCG NM,Ungraded,https://i.ebayimg.com/images/g/MOMAAeSwVSNqTGWB/s-l225.jpg,https://www.ebay.com/itm/117288573527?_skw=Lt.+Surge%27s+Bargain+120+Mega+Evolution+Pokemon+card&hash=item1b4ef19a57:g:MOMAAeSwVSNqTGWB,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0408,50f67b41-059d-4c14-842f-8b48fba46bc2,Lt. Surge's Bargain,Mega Evolution,120,uncommon,Lt. Surge's Bargain 120/132 Mega Evolution,Ungraded,https://i.ebayimg.com/images/g/BbYAAeSwOkdpOdVL/s-l225.jpg,https://www.ebay.com/itm/127562558523?_skw=Lt.+Surge%27s+Bargain+120+Mega+Evolution+Pokemon+card&hash=item1db3522c3b:g:BbYAAeSwOkdpOdVL,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0409,50f67b41-059d-4c14-842f-8b48fba46bc2,Lt. Surge's Bargain,Mega Evolution,120,uncommon,Pokemon TCG Mega Evolution Choose Your Card,Ungraded,https://i.ebayimg.com/images/g/CjgAAeSwjmdo-lAS/s-l225.jpg,https://www.ebay.com/itm/127448692623?_skw=Lt.+Surge%27s+Bargain+120+Mega+Evolution+Pokemon+card&hash=item1dac88b78f:g:CjgAAeSwjmdo-lAS,HUMAN_AMBIGUOUS,PENDING_SECOND_REVIEW
D2-0413,50f67b41-059d-4c14-842f-8b48fba46bc2,Lt. Surge's Bargain,Mega Evolution,120,uncommon,Pokemon Lt. Surge's Bargain (120/197) Mega Evolution LP REVERSE HOLO,Ungraded,https://i.ebayimg.com/images/g/wJoAAeSwOcNplbeg/s-l225.jpg,https://www.ebay.com/itm/127691557304?_skw=Lt.+Surge%27s+Bargain+120+Mega+Evolution+Pokemon+card&hash=item1dbb0289b8:g:wJoAAeSwOcNplbeg,DIFFICULT_VARIANT,PENDING_SECOND_REVIEW
D2-0415,50f67b41-059d-4c14-842f-8b48fba46bc2,Lt. Surge's Bargain,Mega Evolution,120,uncommon,Lt. Surge's Bargain - 120/132 Reverse Holo Mega Evolution NM Pokemon,Ungraded,https://i.ebayimg.com/images/g/fZcAAeSw0kNqo0aA/s-l225.jpg,https://www.ebay.com/itm/137711959830?_skw=Lt.+Surge%27s+Bargain+120+Mega+Evolution+Pokemon+card&hash=item201045bf16:g:fZcAAeSw0kNqo0aA,DIFFICULT_VARIANT,PENDING_SECOND_REVIEW
D2-0417,50f67b41-059d-4c14-842f-8b48fba46bc2,Lt. Surge's Bargain,Mega Evolution,120,uncommon,Lt. Surge's Bargain 120/132 Mega Evolution Reverse Holo Pokemon Card,Ungraded,https://i.ebayimg.com/images/g/of8AAeSwGTpp1Dh~/s-l225.jpg,https://www.ebay.com/itm/147245550821?_skw=Lt.+Surge%27s+Bargain+120+Mega+Evolution+Pokemon+card&hash=item224884cce5:g:of8AAeSwGTpp1Dh~,DIFFICULT_VARIANT,PENDING_SECOND_REVIEW
D2-0419,50f67b41-059d-4c14-842f-8b48fba46bc2,Lt. Surge's Bargain,Mega Evolution,120,uncommon,120/132 Lt Surge's Bargain - ME01 Mega Evolution Reverse Holo NM Pokemon Trainer,Ungraded,https://i.ebayimg.com/images/g/KVwAAeSwyv9o4XMg/s-l225.jpg,https://www.ebay.com/itm/158230135276?_skw=Lt.+Surge%27s+Bargain+120+Mega+Evolution+Pokemon+card&hash=item24d74041ec:g:KVwAAeSwyv9o4XMg,DIFFICULT_VARIANT,PENDING_SECOND_REVIEW
D2-0436,55096ab6-1773-47c4-bbff-20c1db011223,Victini,Black Bolt,171,rare,Red Victini 171/086 BWR Holo Rare Pokemon Black Bolt,Ungraded,https://i.ebayimg.com/images/g/PvAAAeSwzMRqm4Kj/s-l225.jpg,https://www.ebay.com/itm/128062796019?_skw=Victini+171+Black+Bolt+Pokemon+card&hash=item1dd12330f3:g:PvAAAeSwzMRqm4Kj,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0439,55096ab6-1773-47c4-bbff-20c1db011223,Victini,Black Bolt,171,rare,Victini 171/086 BLK Pokemon Card EN Holofoil NM 5ban Graphics,Ungraded,https://i.ebayimg.com/images/g/scYAAeSw2G9qlKB4/s-l225.jpg,https://www.ebay.com/itm/407125616861?_skw=Victini+171+Black+Bolt+Pokemon+card&hash=item5eca93e8dd:g:scYAAeSw2G9qlKB4&amdata=enc%3AAQALAAABAACCtXRWQnOEpyOqnQQ8KGZ9T%2FvqRxPoHMgJRPpXyhXZx%2FGMewtSOsNn%2B3HQIWxYVUOVY%2FA3rPRjSk4xINR3h8Pm8DvXkf1GZqfpIc80WClnM24vas46LJ3Cl2hhwFANAeOIiuRaPzQmUAnRnNj7Hia4DHU2MXYy0qm1SL3MZEqKL%2B%2BuI9sWBYhFpch9zqSaJsWUiEpDg9ACoXpP1VEavopILkjkdrYPsFBxDk593ZTY4YC%2BOw6GpOoI1hcuNyPBRmtdlIy%2FbWYwhJRENJCy9yFNSw4BDc2m45i8X1p2ulPXVmeNdhvyzNOH3YXXiV%2FoEzOn4lLEkFgGFJfAv%2FFzhF8%3D,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0518,67611b34-a7e9-497f-9708-651cc015ca6c,Lillie's Determination,Mega Evolution,184,special_illustration_rare,Lillies Determination 184/132 Mega Evolution Special Illustration Rare,Ungraded,https://i.ebayimg.com/images/g/tq0AAeSwGs1qZW-W/s-l225.jpg,https://www.ebay.com/itm/287484338763?_skw=Lillie%27s+Determination+184+Mega+Evolution+Pokemon+card&hash=item42ef66e24b:g:tq0AAeSwGs1qZW-W,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0519,67611b34-a7e9-497f-9708-651cc015ca6c,Lillie's Determination,Mega Evolution,184,special_illustration_rare,Lillies Determination 184/132 English Trainer Mega Evolutions,Ungraded,https://i.ebayimg.com/images/g/l5MAAeSw9apqaWCB/s-l225.jpg,https://www.ebay.com/itm/318648920521?_skw=Lillie%27s+Determination+184+Mega+Evolution+Pokemon+card&hash=item4a30f4a9c9:g:l5MAAeSw9apqaWCB,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0549,6a2b87e5-f90b-48f4-be30-a77258bee660,Marill,Paldea Evolved,204,illustration_rare,Pokémon TCG Maril Paldea Evolved Illustration Card 204/193 English Edition,Ungraded,https://i.ebayimg.com/images/g/ZNcAAeSwFJVqc7wz/s-l225.jpg,https://www.ebay.com/itm/358889161296?_skw=Marill+204+Paldea+Evolved+Pokemon+card&hash=item538f760250:g:ZNcAAeSwFJVqc7wz,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0560,6a980108-6683-4461-ac9a-c81a27326dee,Team Rocket's Mewtwo ex,Destined Rivals,231,special_illustration_rare,Pokemon Mewtwo EX SIR Destined Rivals 231/182,Ungraded,https://i.ebayimg.com/images/g/BuIAAeSwezBqoIZA/s-l225.jpg,https://www.ebay.com/itm/137715189779?_skw=Team+Rocket%27s+Mewtwo+ex+231+Destined+Rivals+Pokemon+card&hash=item2010770813:g:BuIAAeSwezBqoIZA,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0562,6a980108-6683-4461-ac9a-c81a27326dee,Team Rocket's Mewtwo ex,Destined Rivals,231,special_illustration_rare,Pokémon TCG Destined Rivals Team Rockets Mewtwo EX Card 231/182 NM Condition,Ungraded,https://i.ebayimg.com/images/g/MvAAAeSw-DtqYm--/s-l225.jpg,https://www.ebay.com/itm/206436205999?_skw=Team+Rocket%27s+Mewtwo+ex+231+Destined+Rivals+Pokemon+card&hash=item30108e85af:g:MvAAAeSw-DtqYm--&amdata=enc%3AAQALAAABIACCtXRWQnOEpyOqnQQ8KGYmbDB7djy53KThoZHfu8K%2F95w47yOcS4SDCZMiriNtv9XqGnJ4IwQTc0JMO4h4sbOnp8TYYy4UML4F4u6SdFs8Qsgaph0euzvVhi3Yhlf7X1OSaaePtSpg679y%2BhncY4W0Vhvk33EvrntZphTdw%2Bo%2By6vMh7bod6%2FQAGt20FMhr3b3iAt9u37MAzsdfKCWnwLDhTrcTo0EGkDBrlw1LqA2PgXNV276iB1vi8aiM4LtK7fOZORQP8Usmq0ZlQXWusymmjKw8nB3AjZLYVaxuqSBQK9KqGFog1Yo6X%2BiuwZMiT616BxUYBYC7UQx9NF6KYI%2FcS1syL3hX2OJ4NoRh7QmXbReW3OsUi25fU5qDu%2FTQg%3D%3D,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0572,740ad74c-8c0c-411f-9ec7-2c734210b8f1,Arbok,Temporal Forces,101,common,Arbok 101/162 Common Temporal Forces Pokemon Reverse Holo Near Mint,Ungraded,https://i.ebayimg.com/images/g/u6YAAeSwvPRqCy7v/s-l225.jpg,https://www.ebay.com/itm/127871558303?_skw=Arbok+101+Temporal+Forces+Pokemon+card&hash=item1dc5bd229f:g:u6YAAeSwvPRqCy7v,DIFFICULT_VARIANT,PENDING_SECOND_REVIEW
D2-0573,740ad74c-8c0c-411f-9ec7-2c734210b8f1,Arbok,Temporal Forces,101,common,"Arbok #101/162 Common, Reverse Holo SV05: Temporal Forces Pokemon",Ungraded,https://i.ebayimg.com/images/g/1AMAAeSwWhdqltv9/s-l225.jpg,https://www.ebay.com/itm/128055549674?_skw=Arbok+101+Temporal+Forces+Pokemon+card&hash=item1dd0b49eea:g:1AMAAeSwWhdqltv9,DIFFICULT_VARIANT,PENDING_SECOND_REVIEW
D2-0574,740ad74c-8c0c-411f-9ec7-2c734210b8f1,Arbok,Temporal Forces,101,common,"Pokemon Temporal Forces Regular, Reverse holos, holo, ex - Pick Your Card",Ungraded,https://i.ebayimg.com/images/g/qeEAAOSwAKFmCH2j/s-l225.jpg,https://www.ebay.com/itm/134998956309?_skw=Arbok+101+Temporal+Forces+Pokemon+card&hash=item1f6e909915:g:qeEAAOSwAKFmCH2j,HUMAN_AMBIGUOUS,PENDING_SECOND_REVIEW
D2-0580,740ad74c-8c0c-411f-9ec7-2c734210b8f1,Arbok,Temporal Forces,101,common,Arbok 101/162 Common Pokemon SV05: Temporal Forces NM,Ungraded,https://i.ebayimg.com/images/g/TRwAAeSw73lqDjwS/s-l225.jpg,https://www.ebay.com/itm/137329124573?_skw=Arbok+101+Temporal+Forces+Pokemon+card&hash=item1ff97424dd:g:TRwAAeSw73lqDjwS,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0590,75720435-3807-46b6-b3da-5e1c53b77822,Mega Darkrai ex,Pitch Black,116,special_illustration_rare,2026 Mega Darkrai EX 116/084 SR Full Art,Ungraded,https://i.ebayimg.com/images/g/gzIAAeSw76lqgE2V/s-l225.jpg,https://www.ebay.com/itm/318733788982?_skw=Mega+Darkrai+ex+116+Pitch+Black+Pokemon+card&hash=item4a3603a736:g:gzIAAeSw76lqgE2V&amdata=enc%3AAQALAAABEACCtXRWQnOEpyOqnQQ8KGbeZdRb2evDBauKU0o0UD%2Fi5%2FthW64Dk2%2BlSpwtJcwW8UhcCTi8DXMUk0iZaabjhGLICwsMiH7ThnItxJ3qxNtfnwdtjCi9Y85ROaJm7DlJ93A0q4f6CaQ%2F2VhdmnUjxnZ08L2uIB8FzC%2FMr5z%2B%2Fi3P3nb4PyPi0TQEguJc4CAShS33nGYH%2BkbSNxR%2Fh4RM3gLx0GP06XGQHb42%2F3TOSTilDz%2FVr22qUpK%2BXFMSaTudqlwZIrYwaM7hSoQhIruR209m4REI2Mn08zPI0InUmNSvPFEHqPhlHUQKrY0mLEc1m0IKOxqjH6te9d8%2FeeIm2A17uRCDobjuJMvdeUaBmOpf,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0599,75720435-3807-46b6-b3da-5e1c53b77822,Mega Darkrai ex,Pitch Black,116,special_illustration_rare,Mega Darkrai ex 116 SIR + Sealed ETB Promo Zarude - Pitch Black - Near Mint (+),Ungraded,https://i.ebayimg.com/images/g/ifYAAeSw2u5qowv-/s-l225.jpg,https://www.ebay.com/itm/298662559883?_skw=Mega+Darkrai+ex+116+Pitch+Black+Pokemon+card&hash=item4589ad008b:g:ifYAAeSw2u5qowv-,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0606,77b44a76-26f7-4fa0-a548-c29870a7bb68,Crustle,Paradox Rift,183,illustration_rare,Pokemon SV4 Paradox Rift NM YouPICK! 1-266 Reverse Holo RH ex IR FA SIR HR,Ungraded,https://i.ebayimg.com/images/g/VJIAAOSwowRldo8Q/s-l225.jpg,https://www.ebay.com/itm/335101632502?_skw=Crustle+183+Paradox+Rift+Pokemon+card&hash=item4e059d1ff6:g:VJIAAOSwowRldo8Q,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0651,828c0d0d-2ede-4bab-bed4-407cd3cf8662,Mega Gengar ex,Ascended Heroes,284,special_illustration_rare,Mega Gengar EX 284/217 Ascended hero’s. HP 350,Ungraded,https://i.ebayimg.com/images/g/4I4AAeSwR-1qlJnq/s-l225.jpg,https://www.ebay.com/itm/257734211852?_skw=Mega+Gengar+ex+284+Ascended+Heroes+Pokemon+card&hash=item3c0227f90c:g:4I4AAeSwR-1qlJnq,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0676,8a2827bc-48b7-4dfd-b240-501fe24100b9,Bronzor,Temporal Forces,68,common,Pokemon Temporal Forces Bronzor 68/162,Ungraded,https://i.ebayimg.com/images/g/2qMAAOSwF79mVfoN/s-l225.jpg,https://www.ebay.com/itm/145801617143?_skw=Bronzor+68+Temporal+Forces+Pokemon+card&hash=item21f2741ef7:g:2qMAAOSwF79mVfoN,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0677,8a2827bc-48b7-4dfd-b240-501fe24100b9,Bronzor,Temporal Forces,68,common,2024 Scarlet & Violet Series - Temporal Forces Bronzor Common #68,Ungraded,https://i.ebayimg.com/images/g/Pd8AAeSwAY9qY8no/s-l225.jpg,https://www.ebay.com/itm/158184971877?_skw=Bronzor+68+Temporal+Forces+Pokemon+card&hash=item24d48f1e65:g:Pd8AAeSwAY9qY8no,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0678,8a2827bc-48b7-4dfd-b240-501fe24100b9,Bronzor,Temporal Forces,68,common,2024 Scarlet & Violet Series - Temporal Forces Bronzor Common #68,Ungraded,https://i.ebayimg.com/images/g/B30AAeSwcGlqY7EB/s-l225.jpg,https://www.ebay.com/itm/158195234907?_skw=Bronzor+68+Temporal+Forces+Pokemon+card&hash=item24d52bb85b:g:B30AAeSwcGlqY7EB,MATCHER_HUMAN_DISAGREEMENT|DIFFICULT_VARIANT,PENDING_SECOND_REVIEW
D2-0682,8a2827bc-48b7-4dfd-b240-501fe24100b9,Bronzor,Temporal Forces,68,common,Bronzor Temporal Forces 068/162 Common PokéMon — English Near Mint,Ungraded,https://i.ebayimg.com/images/g/u6UAAeSw8NRqkWDB/s-l225.jpg,https://www.ebay.com/itm/128048864625?_skw=Bronzor+68+Temporal+Forces+Pokemon+card&hash=item1dd04e9d71:g:u6UAAeSw8NRqkWDB,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
D2-0690,8a2827bc-48b7-4dfd-b240-501fe24100b9,Bronzor,Temporal Forces,68,common,Bronzor - Normal Pokemon Scarlet & Violet Temporal Forces (068/162),Ungraded,https://i.ebayimg.com/images/g/qIEAAeSwrWpqgytP/s-l225.jpg,https://www.ebay.com/itm/166724829750?_skw=Bronzor+68+Temporal+Forces+Pokemon+card&hash=item26d1930236:g:qIEAAeSwrWpqgytP,MATCHER_HUMAN_DISAGREEMENT,PENDING_SECOND_REVIEW
